formattedTitle, collected, releaseDate, releaseMSRP, dateCollected, collectedPrice,notes
Mary-Kate & Ashley Crash Course,FALSE,,,,,
Mary-Kate & Ashley Magical Mystery Mall,FALSE,,,,,
Mary-Kate & Ashley Winner's Circle,TRUE,,,8/3/2023,4.82,
Mass Destruction,TRUE,,,8/1/2023,6.29,
Master of Monsters: Disciples of Gaia,FALSE,,,,,
Mat Hoffman's Pro BMX,FALSE,,,,,
Maximum Force,FALSE,,,,,
MDK,TRUE,,,7/26/2023,16,
Mechwarrior 2,FALSE,,,,,
Medal of Honor,TRUE,,,8/11/2023,8,
Medal of Honor Underground,FALSE,,,,,
Medievil,FALSE,,,,,
Medievil 2,FALSE,,,,,
Mega Man 8,TRUE,,,12/1/2023,0,
Mega Man Battle and Chase,FALSE,,,,,
Mega Man Legends,FALSE,,,,,
Mega Man Legends 2,FALSE,,,,,
Mega Man X4,TRUE,,,,,Owned since childhood
Mega Man X5,FALSE,,,,,
Mega Man X6,FALSE,,,,,
Men in Black - The Series: Crashdown,FALSE,,,,,
Metal Gear Solid,FALSE,,,,,
Metal Gear Solid: VR Missions,FALSE,,,,,
Metal Slug X,TRUE,,,7/26/2023,16,
Michelin Rally Masters: Race of Champions,FALSE,,,,,
Micro Machines V3,TRUE,,,4/22/2024,15.99,
Mike Tyson Boxing,TRUE,,,9/26/2023,9.99,
Miracle Space Race,FALSE,,,,,
The Misadventures of Tron Bonne,FALSE,,,,,
Miss Spider's Tea Party,TRUE,,,21/7/2023,4,
Missile Command,FALSE,,,,,
Mission: Impossible,FALSE,,,,,
MLB '98,FALSE,,,,,
MLB '99,FALSE,,,,,
MLB 2000,FALSE,,,,,
MLB 2001,FALSE,,,,,
MLB 2002,FALSE,,,,,
MLB 2003,FALSE,,,,,
MLB 2004,FALSE,,,,,
MLB 2005,FALSE,,,,,
MLB Pennant Race,FALSE,,,,,
Mobile Armor,FALSE,,,,,
Mobile Light Force,FALSE,,,,,
Monaco Grand Prix Racing Simulation,FALSE,,,,,
Monkey Hero,FALSE,,,,,
Monkey Magic,FALSE,,,,,
Monopoly,FALSE,,,,,
Monster Bass!,TRUE,,,7/25/2023,4,
Monster Rancher,FALSE,,,,,
Monster Rancher 2,TRUE,,,9/7/2023,32.08,
Monster Rancher Battle Card: Episode II,FALSE,,,,,
Monster Rancher Hop-A-Bout,FALSE,,,,,
Monster Seed,FALSE,,,,,
Monsters Inc. Scream Team,FALSE,,,,,
Mort the Chicken,FALSE,,,,,
Mortal Kombat 3,FALSE,,,,,
Mortal Kombat 4,TRUE,,,7/26/2023,16,
Mortal Kombat Mythologies: Sub-Zero,TRUE,,,7/26/2023,16,
Mortal Kombat: Special Forces,TRUE,,,8/15/2023,30,
Mortal Kombat Trilogy,FALSE,,,,,
Moto Racer,FALSE,,,,,
Moto Racer 2,FALSE,,,,,
Moto Racer 3: World Tour,FALSE,,,,,
Motocross Mania,TRUE,,,8/4/2023,4,
Motocross Mania 2,TRUE,,,8/4/2023,4,
Motor Toon Grand Prix,TRUE,,,7/31/2024,29.99,
Motorhead,FALSE,,,,,
Mr. Driller,FALSE,,,,,
Ms. Pac-Man Maze Madness,FALSE,,,,,
MTV Music Generator,FALSE,,,,,
MTV Sports: Pure Ride,FALSE,,,,,
MTV Sports: Skateboarding Featuring Andy MacDonald,FALSE,,,,,
MTV Sports: Snowboarding,FALSE,,,,,
MTV Sports: T.J. Lavin's Ultimate BMX,FALSE,,,,,
The Mummy,FALSE,,,,,
Muppet Monster Adventure,FALSE,,,,,
Muppet Race Mania,TRUE,,,7/25/2023,20,
My Disney Kitchen,TRUE,,,7/31/2024,0,
Myst,FALSE,,,,,
N2O: Nitrous Oxide,FALSE,,,,,
Nagano Winter Olympics '98,FALSE,,,,,
NAMCO Museum Vol. 1,FALSE,,,,,
NAMCO Museum Vol. 2,FALSE,,,,,
NAMCO Museum Vol. 3,FALSE,,,,,
NAMCO Museum Vol. 4,FALSE,,,,,
NAMCO Museum Vol. 5,FALSE,,,,,
Nanotek Warrior,FALSE,,,,,
NASCAR 98,TRUE,,,8/1/2023,3.59,
NASCAR 99,FALSE,,,,,
NASCAR 2000,TRUE,,,8/1/2023,5.39,
NASCAR 2001,TRUE,,,8/1/2023,6.99,
NASCAR Heat,TRUE,,,8/1/2023,5.39,
NASCAR Racing,TRUE,,,8/1/2023,5.39,
NASCAR Rumble,FALSE,,,,,
NASCAR Thunder 2002,TRUE,,,8/1/2023,5.39,Beat up case
NASCAR Thunder 2003,FALSE,,,,,
NASCAR Thunder 2004,FALSE,,,,,
NBA Basketball 2000,FALSE,,,,,
NBA Fastbreak '98,FALSE,,,,,
NBA Hangtime,FALSE,,,,,
NBA Hoopz,FALSE,,,,,
NBA in the Zone,FALSE,,,,,
NBA in the Zone 2,FALSE,,,,,
NBA in the Zone '98,FALSE,,,,,
NBA in the Zone '99,FALSE,,,,,
NBA in the Zone 2000,FALSE,,,,,
NBA Jam Extreme,FALSE,,,,,
NBA Jam Tournament Edition,FALSE,,,,,
NBA Live 96,FALSE,,,,,
NBA Live 97,FALSE,,,,,
NBA Live 98,FALSE,,,,,
NBA Live 99,FALSE,,,,,
NBA Live 2000,FALSE,,,,,
NBA Live 2001,FALSE,,,,,
NBA Live 2002,FALSE,,,,,
NBA Live 2003,FALSE,,,,,
NBA Shootout,FALSE,,,,,
NBA Shootout '97,FALSE,,,,,
NBA Shootout 98,FALSE,,,,,
NBA Shootout 2000,FALSE,,,,,
NBA Shootout 2001,FALSE,,,,,
NBA Shootout 2002,FALSE,,,,,
NBA Shootout 2003,FALSE,,,,,
NBA Shootout 2004,FALSE,,,,,
NBA Showtime: NBA on NBC,FALSE,,,,,
NCAA Basketball Final Four 97,FALSE,,,,,
NCAA Final Four 99,FALSE,,,,,
NCAA Final Four 2000,FALSE,,,,,
NCAA Final Four 2001,FALSE,,,,,
NCAA Football 98,FALSE,,,,,
NCAA Football 99,FALSE,,,,,
NCAA Football 2000,FALSE,,,,,
NCAA Football 2001,FALSE,,,,,
NCAA Gamebreaker,FALSE,,,,,
NCAA Gamebreaker 98,FALSE,,,,,
NCAA Gamebreaker 99,FALSE,,,,,
NCAA Gamebreaker 2000,FALSE,,,,,
NCAA Gamebreaker 2001,TRUE,,,8/4/2023,4,
NCAA March Madness 98,FALSE,,,,,
NCAA March Madness 99,FALSE,,,,,
NCAA March Madness 2000,FALSE,,,,,
NCAA March Madness 2001,FALSE,,,,,
Nectaris: Military Madness,FALSE,,,,,
Need for Speed II,FALSE,,,,,
Need for Speed III: Hot Pursuit,FALSE,,,,,
Need for Speed: High Stakes,TRUE,,,87/2023,10,
Need for Speed: Porsche Unleashed,FALSE,,,,,
Need for Speed: V-Rally,FALSE,,,,,
Need for Speed: V-Rally 2,FALSE,,,,,
Newman Haas Racing,FALSE,,,,,
The Next Tetris,FALSE,,,,,
NFL Blitz,FALSE,,,,,
NFL Blitz 2000,FALSE,,,,,
NFL Blitz 2001,FALSE,,,,,
NFL Full Contact,TRUE,,,8/5/2023,3.4,
NFL Gameday,FALSE,,,,,
NFL Gameday '97,FALSE,,,,,
NFL Gameday 98,TRUE,,,8/7/2023,4,
NFL Gameday 99,TRUE,,,8/1/2023,3.59,
NFL Gameday 2000,TRUE,,,8/1/2023,3.59,
NFL Gameday 2001,TRUE,,,8/7/2023,10,
NFL Gameday 2002,FALSE,,,,,
NFL Gameday 2003,FALSE,,,,,
NFL Gameday 2004,FALSE,,,,,
NFL Gameday 2005,FALSE,,,,,
NFL Quarterback Club 97,FALSE,,,,,
NFL Xtreme,FALSE,,,,,
NFL Xtreme 2,FALSE,,,,,
NGEN Racing,FALSE,,,,,
NHL 97,TRUE,,,7/25/2023,8,
NHL 98,FALSE,,,,,
NHL 99,FALSE,,,,,
NHL 2000,FALSE,,,,,
NHL 2001,FALSE,,,,,
NHL Blades of Steel 2000,FALSE,,,,,
NHL Breakaway 98,FALSE,,,,,
NHL Championship 2000,FALSE,,,,,
NHL Faceoff,FALSE,,,,,
NHL Faceoff '97,TRUE,,,8/1/2023,3,
NHL Faceoff 98,TRUE,,,8/1/2023,4,
NHL Faceoff 99,FALSE,,,,,
NHL Faceoff 2000,TRUE,,,8/1/2023,6,
NHL Faceoff 2001,FALSE,,,,,
NHL Powerplay '96,FALSE,,,,,
NHL Powerplay 98,TRUE,,,8/1/2023,4.95,
NHL Rock the Rink,TRUE,,,7/25/2023,4,
Nicktoons Racing,FALSE,,,,,
Nightmare Creatures,TRUE,,,7/26/2023,16,
Nightmare Creatures 2,FALSE,,,,,
Ninja: Shadow of Darkness,FALSE,,,,,
No Fear Downhill Mountain Biking,TRUE,,,7/25/2023,8,
No One Can Stop Mr. Domino!,FALSE,,,,,
Novastorm,FALSE,,,,,
Nuclear Strike,FALSE,,,,,
Oddworld: Abe's Exoddus,TRUE,,,7/26/2023,16,
Oddworld: Abe's Oddysee,TRUE,,,7/26/2023,16,
O.D.T.,TRUE,,,12/1/2023,6.99,
Off-World Interceptor Extreme,FALSE,,,,,
Olympic Soccer: Atlanta 1996,FALSE,,,,,
Olympic Summer Games: Atlanta 1996,TRUE,,,4/22/2024,6.99,
Omega Boost,FALSE,,,,,
One,FALSE,,,,,
One Piece Mansion,FALSE,,,,,
Pac-Man World,FALSE,,,,,
Overblood,FALSE,,,,,
Pajama Sam: You Are What You Eat From Your Head to Your Feet,FALSE,,,,,
Pandemonium,FALSE,,,,,
Pandemonium 2,FALSE,,,,,
Panzer Front Bis,FALSE,,,,,
Panzer General,TRUE,,,8/7/2023,20,
Parappa the Rapper,FALSE,,,,,
Parasite Eve,TRUE,,,4/22/2024,65.99, 2nd copy purchased 7-31-2024 for 74.99
Parasite Eve II,TRUE,,,7/31/2024,114.99, Cost was 89.99 but a replacement case was purchased for $25
Patriotic Pinball,FALSE,,,,,
Peak Performance,FALSE,,,,,
Perfect Weapon,FALSE,,,,,
Persona,FALSE,,,,,
Persona 2 Eternal Punishment,FALSE,,,,,
Peter Jacobsen's Golden Tee Golf,FALSE,,,,,
PGA Tour 96,FALSE,,,,,
PGA Tour 97,FALSE,,,,,
PGA Tour 98,FALSE,,,,,
Philosoma,FALSE,,,,,
Phix: The Adventure,FALSE,,,,,
Pink Panther: Pinkadelic Pursuit,FALSE,,,,,
Pinobee,FALSE,,,,,
Pipe Dreams 3D,FALSE,,,,,
Pitball,FALSE,,,,,
Pitfall 3D: Beyond the Jungle,FALSE,,,,,
Planet of the Apes,FALSE,,,,,
Play With the Teletubbies,TRUE,,,4/22/2024,6.39,
Pocket Fighter,FALSE,,,,,
Point Blank 2,FALSE,,,,,
PO'ed,FALSE,,,,,
Point Blank,FALSE,,,,,
Point Blank 3,FALSE,,,,,
Polaris Snocross,FALSE,,,,,
Pong: The Next Level,TRUE,,,8/11/2023,6,
Pool Hustler,FALSE,,,,,
Populous the Beginning,FALSE,,,,,
Porsche Challenge,FALSE,,,,,
Power Move Pro Wrestling,FALSE,,,,,
Power Play Sports Trivia,TRUE,,,8/4/2023,4,
Power Rangers Lightspeed Rescue,FALSE,,,,,
Power Rangers Time Force,FALSE,,,,,
Power Rangers Zeo Full Tilt Battle Pinball,FALSE,,,,,
Power Serve 3D Tennis,FALSE,,,,,
Power Shovel,FALSE,,,,,
Powerslave,FALSE,,,,,
Power Spike Pro Beach Volleyball,TRUE,,,8/5/2023,2,
The Powerpuff Girls: Chemical X-Traction,TRUE,,,9/26/2023,9.99,
Poy Poy,FALSE,,,,,
Primal Rage,FALSE,,,,,
Pro 18 World Tour Golf,FALSE,,,,,
Pro Pinball,FALSE,,,,,
Pro Pinball: Big Race USA,TRUE,,,9/7/2023,3.75,Cracked case
Pro Pinball: Fantastic Journey,TRUE,,,7/25/2023,4,
Pro Pinball: Timeshock!,FALSE,,,,,
Professional Underground League of Pain,FALSE,,,,,
Project Overkill,FALSE,,,,,
Project: Horned Owl,FALSE,,,,,
Psybadek,FALSE,,,,,
Psychic Detective,FALSE,,,,,
Psychic Force,FALSE,,,,,
Punky Skunk,FALSE,,,,,
Puzzle Starsweep,FALSE,,,,,
Puzznic,FALSE,,,,,
Q*Bert,FALSE,,,,,
Qix Neo,FALSE,,,,,
Quake II,TRUE,,,7/26/2023,16,
R-Type Delta,FALSE,,,,,
R4: Ridge Racer Type 4,TRUE,,,7/26/2023,16,
Racing,FALSE,,,,,
Rage Racer,FALSE,,,,,
Rageball,FALSE,,,,,
The Raiden Project,FALSE,,,,,
Railroad Tycoon II,TRUE,,,7/25/2023,8,
Rally Cross,FALSE,,,,,
Rally Cross 2,FALSE,,,,,
Rampage World Tour,TRUE,,,7/26/2023,16,
Rampage 2: Universal Tour,FALSE,,,,,
Rampage Through Time,FALSE,,,,,
Rapid Racer,FALSE,,,,,
Rascal,TRUE,,,7/25/2023,7,
Rascal Racers,FALSE,,,,,
Rat Attack!,FALSE,,,,,
Raycrisis: Series Termination,FALSE,,,,,
Ray Tracers,FALSE,,,,,
Rayman,FALSE,,,,,
Rayman 2: The Great Escape,FALSE,,,,,
Rayman Brain Games,FALSE,,,,,
Rayman Rush,FALSE,,,,,
Raystorm,FALSE,,,,,
Razor Freestyle Scooter,TRUE,,,12/1/2023,0,
Razor Racing,FALSE,,,,,
RC De GO!,TRUE,,,7/31/2024,19.99,
RC Helicopter,FALSE,,,,,
RC Revenge,TRUE,,,7/25/2023,7,
R/C Stunt Copter,FALSE,,,,,
Re-Volt,FALSE,,,,,
Ready 2 Rumble Boxing,TRUE,,,7/26/2023,16,
Ready 2 Rumble Boxing: Round 2,TRUE,,,7/26/2023,16,
Reboot,FALSE,,,,,
Red Asphalt,FALSE,,,,,
Reel Fishing,FALSE,,,,,
Reel Fishing II,FALSE,,,,,
Re-Loaded,TRUE,,,7/26/2023,16,
Renegade Racers,FALSE,,,,,
Rescue Copter,TRUE,,,7/25/2023,4,
Rescue Heroes: Molten Menace,FALSE,,,,,
Resident Evil,FALSE,,,,,
Resident Evil Director'S Cut,FALSE,,,,,
Resident Evil: Director's Cut Dual Shock Version,FALSE,,,,,
Resident Evil 2,FALSE,,,,,
Resident Evil 2: Dual Shock Version,FALSE,,,,,
Resident Evil 3: NEMESIS,TRUE,,,7/31/2024,44.99,
Resident Evil: Survivor,FALSE,,,,,
Return Fire,FALSE,,,,,
Revolution X,FALSE,,,,,
Rhapsody: A Musical Adventure,FALSE,,,,,
Ridge Racer,FALSE,,,,,
Ridge Racer Revolution,FALSE,,,,,
Rise 2: Resurrection,FALSE,,,,,
Rising Zan: The Samurai Gunman,FALSE,,,,,
Risk,TRUE,,,8/7/2023,10,
Rival Schools,FALSE,,,,,
Road Rash,FALSE,,,,,
Riven,FALSE,,,,,
Road Rash 3D,FALSE,,,,,
Road Rash: Jailbreak,FALSE,,,,,
The Road & Track Presents: Need for Speed,FALSE,,,,,
Roadsters,FALSE,,,,,
Robo Pit,FALSE,,,,,
Robo Pit 2,FALSE,,,,,
Robotron X,FALSE,,,,,
Rock 'em Sock 'em Robots Arena,FALSE,,,,,
Rocket Power: Team Rocket Rescue,TRUE,,,8/7/2023,4,
Rogue Trip: Vacation 2012,FALSE,,,,,
Roll Away,TRUE,,,8/11/2023,20,
Rollcage,TRUE,,,7/25/2023,3.5,
Rollcage Stage II,TRUE,,,9/26/2023,9.99,
Romance of the Three Kingdoms IV: Wall of Fire,FALSE,,,,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,FALSE,,,,,
Rosco McQueen,TRUE,,,8/5/2023,8.5,
"Roswell Conspiracies: Aliens, Myths and Legends",FALSE,,,,,
RPG Maker,FALSE,,,,,
Rugrats: Search for Reptar,FALSE,,,,,
Rugrats in Paris: The Movie,FALSE,,,,,
Rugrats: Studio Tour,TRUE,,,8/5/2023,8.5,
Rugrats: Totally Angelica,FALSE,,,,,
Runabout 2,TRUE,,,8/5/2023,8.5,
Running Wild,FALSE,,,,,
Rush Hour,FALSE,,,,,
Rushdown,FALSE,,,,,
S.C.A.R.S.,FALSE,,,,,
Sabrina the Teenage Witch: A Twitch in Time,FALSE,,,,,
Saga Frontier,FALSE,,,,,
Saga Frontier 2,FALSE,,,,,
Saiyuki: Journey West,FALSE,,,,,
Saltwater Sportfishing,FALSE,,,,,
Sammy Sosa High Heat Baseball 2001,FALSE,,,,,
Sammy Sosa Softball Slam,FALSE,,,,,
Samurai Shodown IV,FALSE,,,,,
Samurai Shodown: Warrior's Rage,FALSE,,,,,
San Francisco Rush,FALSE,,,,,
Santa Claus Saves the Earth,FALSE,,,,,
Scooby-Doo: And the Cyber Chase,FALSE,,,,,
Scrabble,TRUE,,,7/25/2023,7,Sealed
Sea-Doo Hydrocross,FALSE,,,,,
The Secret of Googol,FALSE,,,,,
Sentient,FALSE,,,,,
Sentinel Returns,FALSE,,,,,
Sesame Street Sports,FALSE,,,,,
Sesame Street: Elmo's Letter Adventure,TRUE,,,7/25/2023,10,
Sesame Street: Elmo's Number Journey,FALSE,,,,10,
Shadow Madness,TRUE,,,8/5/2023,8.5,
Shadow Man,FALSE,,,,,
Shadow Master,FALSE,,,,,
Shadow Tower,FALSE,,,,,
Shanghai: True Valor,TRUE,,,8/11/2023,8,
Sheep,FALSE,,,,,
Sheep Raider,FALSE,,,,,
Shellshock,FALSE,,,,,
Shipwreckers!,FALSE,,,,,
Shockwave Assault,FALSE,,,,,
Shooter: Space Shot,FALSE,,,,,
Shooter: Starfighter Sanvein,FALSE,,,,,
Shrek Treasure Hunt,TRUE,,,7/25/2023,3.5,
Silent Bomber,FALSE,,,,,
Silent Hill,FALSE,,,,,
Silhouette Mirage,FALSE,,,,,
Silverload,FALSE,,,,,
Simcity 2000,FALSE,,,,,
Sim Theme Park,FALSE,,,,,
The Simpsons Wrestling,FALSE,,,,,
Skeleton Warriors,TRUE,,,7/25/2023,20,
Skullmonkeys,FALSE,,,,,
Sky Sports Football Quiz,FALSE,,,,,
Sky Sports Football Quiz Season 02,FALSE,,,,,
Skydiving Extreme,TRUE,,,8/11/2023,6,
Slam 'N' Jam 96 Featuring Magic & Kareem,FALSE,,,,,
Slamscape,FALSE,,,,,
Sled Storm,FALSE,,,,,
Slots,FALSE,,,,,
Small Soldiers,FALSE,,,,,
The Smurfs,FALSE,,,,,
Smurf Racer!,FALSE,,,,,
Sno-Cross Championship Racing,FALSE,,,,,
Snowboarding,FALSE,,,,,
Sol Divide,FALSE,,,,,
Sorcerer's Maze,FALSE,,,,,
Soul Blade,TRUE,,,7/25/2023,20,
Soul of the Samurai,FALSE,,,,,
South Park,FALSE,,,,,
South Park: Chef's Luv Shack,FALSE,,,,,
South Park Rally,FALSE,,,,,
Soviet Strike,TRUE,,,8/7/2023,10,
Space Griffon VF-9,FALSE,,,,,
Space Hulk: Vengeance of the Blood Angels,FALSE,,,,,
Space Invaders,FALSE,,,,,
Space Jam,TRUE,,,8/5/2023,0.01,
Spawn: The Eternal,TRUE,,,7/26/2023,16,
Spec Ops: Airborne Commando,FALSE,,,,,
Spec Ops: Covert Assault,FALSE,,,,,
Spec Ops: Ranger Elite,FALSE,,,,,
Spec Ops: Stealth Patrol,FALSE,,,,,
Speed Power Gunbike,FALSE,,,,,
Speed Punks,FALSE,,,,,
Speed Racer,FALSE,,,,,
Speedball 2100,TRUE,,,8/5/2023,0.01,
Spice World,FALSE,,,,,
Spider-Man,TRUE,,,9/26/2023,29.99,
Spider-Man 2: Enter Electro,TRUE,,,9/26/2023,39.99,
Spider: The Video Game,FALSE,,,,,
Spin Jam,TRUE,,,8/4/2023,4,
SpongeBob Squarepants: Supersponge,TRUE,,,7/25/2023,3.5,
Sports Car GT,FALSE,,,,,
Sports Superbike 2,FALSE,,,,,
Spot Goes to Hollywood,FALSE,,,,,
Spyro the Dragon,FALSE,,,,,
Spyro 2: Ripto's Rage!,TRUE,,,8/15/2023,0.01,
Spyro: Year of the Dragon,FALSE,,,,,
Star Fighter,FALSE,,,,,
Star Gladiator Episode I: Final Crusade,FALSE,,,,,
Star Ocean: The Second Story,FALSE,,,,,
Star Trek : Invasion,TRUE,,,8/5/2023,8.5,
Star Wars Episode I : Jedi Power Battles,TRUE,,,8/11/2023,8,
Star Wars Episode I: The Phantom Menace,TRUE,,,8/31/2023,12.75,
Star Wars: Dark Forces,FALSE,,,,,
Star Wars: Demolition,FALSE,,,,,
Star Wars - Masters of Teras Kasi,TRUE,,,8/31/2023,12.75,
Star Wars: Rebel Assault II - The Hidden Empire,TRUE,,,8/31/2023,12.75,
Starblade Alpha,FALSE,,,,,
Starwinder: The Ultimate Space Race,FALSE,,,,,
Steel Harbinger,TRUE,,,12/1/2023,24.99,
Steel Reign,FALSE,,,,,
Streak: Hoverboard Racing,TRUE,,,7/25/2023,7,
Street Fighter Alpha: Warrior's Dreams,FALSE,,,,,
Street Fighter Alpha 2,FALSE,,,,,
Street Fighter Alpha 3,FALSE,,,,,
Street Fighter Collection,FALSE,,,,,
Street Fighter Collection 2,FALSE,,,,,
Street Fighter EX Plus Alpha,FALSE,,,,,
Street Fighter EX2 Plus,FALSE,,,,,
Street Fighter: The Movie,FALSE,,,,,
Street Racer,FALSE,,,,,
Street Racquetball,FALSE,,,,,
Street Sk8er,FALSE,,,,,
Street Sk8er 2,FALSE,,,,,
Strider 2,FALSE,,,,,
Strike Point,TRUE,,,4/22/2024,6.39,
Striker '96,FALSE,,,,,
Striker Pro 2000,FALSE,,,,,
Strikers 1945,FALSE,,,,,
Stuart Little 2,TRUE,,,7/25/2023,8,
Suikoden,FALSE,,,,,
Suikoden II,FALSE,,,,,
Super Bubble Pop,TRUE,,,4/22/2024,6.39,
Super Puzzle Fighter II Turbo,TRUE,,,7/26/2023,16,
Super Shot Soccer,FALSE,,,,,
Superbike 2000,FALSE,,,,,
Supercross 2000,FALSE,,,,,
Supercross,FALSE,,,,,
Supercross Circuit,FALSE,,,,,
Superstar Dance Club: #1 Hits!!!,FALSE,,,,,
Surf Riders,TRUE,,,8/11/2023,7,
Swagman,TRUE,,,7/26/2023,16,
Sydney 2000,TRUE,,,7/25/2023,4,
Syndicate Wars,FALSE,,,,,
Syphon Filter,FALSE,,,,,
Syphon Filter 2,TRUE,,,8/7/2023,0.01,
Syphon Filter 3,FALSE,,,,,
T'ai Fu: Wrath of the Tiger,TRUE,,,7/25/2023,30,
T.R.A.G.,FALSE,,,,,
Tactics Ogre: Let Us Cling Together,FALSE,,,,,
Tail Concerto,FALSE,,,,,
Tail of the Sun,FALSE,,,,,
Tales of Destiny,FALSE,,,,,
Tales of Eternia,FALSE,,,,,
Tall Infinity,FALSE,,,,,
Team Buddies,FALSE,,,,,
Team LOSI RC Racer,FALSE,,,,,
Tecmo's Deception: Invitation to Darkness,FALSE,,,,,
Tecmo Stackers,TRUE,,,8/15/2023,10,
Tecmo Super Bowl,FALSE,,,,,
Tecmo World Golf,FALSE,,,,,
Tekken,FALSE,,,,,
Tekken 2,TRUE,,,7/25/2023,20,Cracked case
Tekken 3,TRUE,,,7/31/2024,19.99,
Tempest X3,FALSE,,,,,
Tenchu : Stealth Assassins,TRUE,,,9/26/2023,19.99,
Tenchu 2: Birth of the Stealth Assassins,FALSE,,,,,
Tennis,TRUE,,,7/25/2023,4,
Tennis Arena,FALSE,,,,,
Ten Pin Alley,TRUE,,,8/4/2023,0.01,
Test Drive 4,TRUE,,,7/25/2023,3.5,
Test Drive 5,FALSE,,,,,
Test Drive 6,TRUE,,,8/11/2023,8,
Test Drive Le Mans,FALSE,,,,,
Test Drive Off-Road,FALSE,,,,,
Test Drive Off-Road 2,FALSE,,,,,
Test Drive Off-Road 3,FALSE,,,,,
Tetris Plus,FALSE,,,,,
Theme Hospital,TRUE,,,7/25/2023,19,
Theme Park,TRUE,,,7/25/2023,19,
Theme Park World,FALSE,,,,,
Thousand Arms,FALSE,,,,,
Thrasher: Skate and Destroy,FALSE,,,,,
Threads of Fate,FALSE,,,,,
The Three Stooges,FALSE,,,,,
Thunder Force V,FALSE,,,,,
Thunder Truck Rally,FALSE,,,,,
Thunderstrike 2,FALSE,,,,,
Tigershark,FALSE,,,,,
Tiger Woods 99 PGA Tour Golf,FALSE,,,,,
Tiger Woods PGA Tour 2000,TRUE,,,8/11/2023,0.01,
Tiger Woods PGA Tour Golf,FALSE,,,,,
Tigger's Honey Hunt,FALSE,,,,,
Time Commando,FALSE,,,,,
Time Crisis,FALSE,,,,,
Time Crisis: Project Titan,TRUE,,,7/31/2024,39.99,
Tiny Tank,FALSE,,,,,
Tiny Toon Adventures: The Great Beanstalk,FALSE,,,,,
Tiny Toon Adventures: Toonenstein -- Dare to Scare,FALSE,,,,,
Tiny Toon Adventures: Plucky's Big Adventure,FALSE,,,,,
TNN Motor Sports Hardcore 4X4,FALSE,,,,,
TNN Motor Sports Hardcore TR,TRUE,,,7/25/2023,4,
Tobal No. 1,FALSE,,,,,
TOCA Touring Car Championship,FALSE,,,,,
TOCA 2 Touring Cars,FALSE,,,,,
Tokyo Highway Battle,FALSE,,,,,
Tom Clancy's Rainbow Six,FALSE,,,,,
Tom Clancy's Rainbow Six: Lone Wolf,FALSE,,,,,
Tom Clancy's Rainbow Six: Rogue Spear,FALSE,,,,,
Tom and Jerry in House Trap,FALSE,,,,,
Tomb Raider,TRUE,,,9/26/2023,19.99,
Tomb Raider II,FALSE,,,,,
Tomb Raider III: Adventures of Lara Croft,TRUE,,,9/26/2023,0,
Tomb Raider: The Last Revelation,TRUE,,,9/26/2023,9.99,
Tomb Raider Chronicles,FALSE,,,,,
Tomba!,FALSE,,,,,
Tomba! 2: The Evil Swine Return,FALSE,,,,,
Tonka Space Station,TRUE,,,8/1/2023,6.29,
Tony Hawk's Pro Skater,TRUE,,,7/26/2023,16,
Tony Hawk's Pro Skater 2,TRUE,,,7/26/2023,16,
Tony Hawk's Pro Skater 3,TRUE,,,7/26/2023,16,
Tony Hawk's Pro Skater 4,TRUE,,,7/26/2023,16,
Top Gun: Fire at Will,FALSE,,,,,
Torneko: The Last Hope,FALSE,,,,,
Total Eclipse Turbo,FALSE,,,,,
Toy Story 2: Buzzlightyear to the Rescue,TRUE,,,8/11/2023,8,
Toy Story Racer,FALSE,,,,,
Trap Gunner: Countdown to Oblivion,FALSE,,,,,
Transformers: Beast Wars Transmetals,FALSE,,,,,
Treasure Planet,FALSE,,,,,
Trick'n Snowboarder,FALSE,,,,,
Triple Play 97,FALSE,,,,,
Triple Play 98,FALSE,,,,,
Triple Play 2000,TRUE,,,8/11/2023,0.01,
Triple Play 2001,TRUE,,,8/11/2023,0.01,
Triple Play 99,FALSE,,,,,
Triple Play Baseball,FALSE,,,,,
Treasures of the Deep,FALSE,,,,,
True Pinball,FALSE,,,,,
Tunnel B1,FALSE,,,,,
Turbo Prop Racing,TRUE,,,8/11/2023,7,
Turnabout,TRUE,,,8/5/2023,0.01,
Twisted Metal,FALSE,,,,,
Twisted Metal 2,TRUE,,,7/26/2023,16,
Twisted Metal III,TRUE,,,7/26/2023,16,
Twisted Metal 4,TRUE,,,7/26/2023,16,
Twisted Metal Small Brawl,TRUE,,,7/26/2023,16,
Tyco RC: Assault With a Battery,FALSE,,,,,
Ubik,FALSE,,,,,
Ultimate 8-Ball,FALSE,,,,,
Ultimate Brain Games,FALSE,,,,,
Ultimate Fighting Championship,FALSE,,,,,
Um Jammer Lammy,FALSE,,,,,
The Unholy War,FALSE,,,,,
Uprising X,FALSE,,,,,
Urban Chaos PlayStation Game,FALSE,,,,,
V-Rally,FALSE,,,,,
V-Tennis,FALSE,,,,,
Vagrant Story,FALSE,,,,,
Valkyrie Profile,FALSE,,,,,
Vampire Hunter D,FALSE,,,,,
Vanark,FALSE,,,,,
Vandal Hearts,FALSE,,,,,
Vandal Hearts II,FALSE,,,,,
Vanguard Bandits,FALSE,,,,,
Vanishing Point,FALSE,,,,,
